Number,Title,Link,Premium,Acceptance,Difficulty
2880,Select Data,https://leetcode.com/problems/select-data,False,79.1%,Easy
2881,Create a New Column,https://leetcode.com/problems/create-a-new-column,False,90.3%,Easy
2882,Drop Duplicate Rows,https://leetcode.com/problems/drop-duplicate-rows,False,85.5%,Easy
2883,Drop Missing Data,https://leetcode.com/problems/drop-missing-data,False,64.5%,Easy
2884,Modify Columns,https://leetcode.com/problems/modify-columns,False,92.5%,Easy
2885,Rename Columns,https://leetcode.com/problems/rename-columns,False,85.5%,Easy
2886,Change Data Type,https://leetcode.com/problems/change-data-type,False,87.5%,Easy
2887,Fill Missing Data,https://leetcode.com/problems/fill-missing-data,False,72.4%,Easy
2888,Reshape Data: Concatenate,https://leetcode.com/problems/reshape-data-concatenate,False,90.7%,Easy
2889,Reshape Data: Pivot,https://leetcode.com/problems/reshape-data-pivot,False,83.6%,Easy
2890,Reshape Data: Melt,https://leetcode.com/problems/reshape-data-melt,False,86.2%,Easy
2891,Method Chaining,https://leetcode.com/problems/method-chaining,False,76.5%,Easy
2892,Minimizing Array After Replacing Pairs With Their Product,https://leetcode.com/problems/minimizing-array-after-replacing-pairs-with-their-product,False,40.4%,Med.
2893,Calculate Orders Within Each Interval,https://leetcode.com/problems/calculate-orders-within-each-interval,False,67.9%,Med.
2894,Divisible and Non-divisible Sums Difference,https://leetcode.com/problems/divisible-and-non-divisible-sums-difference,False,91.2%,Easy
2895,Minimum Processing Time,https://leetcode.com/problems/minimum-processing-time,False,69.5%,Med.
2896,Apply Operations to Make Two Strings Equal,https://leetcode.com/problems/apply-operations-to-make-two-strings-equal,False,27.3%,Med.
2897,Apply Operations on Array to Maximize Sum of Squares,https://leetcode.com/problems/apply-operations-on-array-to-maximize-sum-of-squares,False,43.6%,Hard
2898,Maximum Linear Stock Score,https://leetcode.com/problems/maximum-linear-stock-score,False,59.8%,Med.
2899,Last Visited Integers,https://leetcode.com/problems/last-visited-integers,False,61.3%,Easy
2900,Longest Unequal Adjacent Groups Subsequence I,https://leetcode.com/problems/longest-unequal-adjacent-groups-subsequence-i,False,67.3%,Easy
2901,Longest Unequal Adjacent Groups Subsequence II,https://leetcode.com/problems/longest-unequal-adjacent-groups-subsequence-ii,False,51.4%,Med.
2902,Count of Sub-Multisets With Bounded Sum,https://leetcode.com/problems/count-of-sub-multisets-with-bounded-sum,False,20.8%,Hard
2903,Find Indices With Index and Value Difference I,https://leetcode.com/problems/find-indices-with-index-and-value-difference-i,False,60.3%,Easy
2904,Shortest and Lexicographically Smallest Beautiful String,https://leetcode.com/problems/shortest-and-lexicographically-smallest-beautiful-string,False,40.1%,Med.
2905,Find Indices With Index and Value Difference II,https://leetcode.com/problems/find-indices-with-index-and-value-difference-ii,False,32.1%,Med.
2906,Construct Product Matrix,https://leetcode.com/problems/construct-product-matrix,False,31.3%,Med.
2907,Maximum Profitable Triplets With Increasing Prices I,https://leetcode.com/problems/maximum-profitable-triplets-with-increasing-prices-i,False,54.6%,Med.
2908,Minimum Sum of Mountain Triplets I,https://leetcode.com/problems/minimum-sum-of-mountain-triplets-i,False,66.3%,Easy
2909,Minimum Sum of Mountain Triplets II,https://leetcode.com/problems/minimum-sum-of-mountain-triplets-ii,False,53.9%,Med.
2910,Minimum Number of Groups to Create a Valid Assignment,https://leetcode.com/problems/minimum-number-of-groups-to-create-a-valid-assignment,False,24.1%,Med.
2911,Minimum Changes to Make K Semi-palindromes,https://leetcode.com/problems/minimum-changes-to-make-k-semi-palindromes,False,35.1%,Hard
2912,Number of Ways to Reach Destination in the Grid,https://leetcode.com/problems/number-of-ways-to-reach-destination-in-the-grid,False,59.1%,Hard
2913,Subarrays Distinct Element Sum of Squares I,https://leetcode.com/problems/subarrays-distinct-element-sum-of-squares-i,False,79.8%,Easy
2914,Minimum Number of Changes to Make Binary String Beautiful,https://leetcode.com/problems/minimum-number-of-changes-to-make-binary-string-beautiful,False,76.4%,Med.
2915,Length of the Longest Subsequence That Sums to Target,https://leetcode.com/problems/length-of-the-longest-subsequence-that-sums-to-target,False,38.2%,Med.
2916,Subarrays Distinct Element Sum of Squares II,https://leetcode.com/problems/subarrays-distinct-element-sum-of-squares-ii,False,21.2%,Hard
2917,Find the K-or of an Array,https://leetcode.com/problems/find-the-k-or-of-an-array,False,72.3%,Easy
2918,Minimum Equal Sum of Two Arrays After Replacing Zeros,https://leetcode.com/problems/minimum-equal-sum-of-two-arrays-after-replacing-zeros,False,50.2%,Med.
2919,Minimum Increment Operations to Make Array Beautiful,https://leetcode.com/problems/minimum-increment-operations-to-make-array-beautiful,False,34.1%,Med.
2920,Maximum Points After Collecting Coins From All Nodes,https://leetcode.com/problems/maximum-points-after-collecting-coins-from-all-nodes,False,35.9%,Hard
2921,Maximum Profitable Triplets With Increasing Prices II,https://leetcode.com/problems/maximum-profitable-triplets-with-increasing-prices-ii,False,44.4%,Hard
2922,Market Analysis III,https://leetcode.com/problems/market-analysis-iii,False,42.0%,Med.
2923,Find Champion I,https://leetcode.com/problems/find-champion-i,False,72.6%,Easy
2924,Find Champion II,https://leetcode.com/problems/find-champion-ii,False,70.1%,Med.
2925,Maximum Score After Applying Operations on a Tree,https://leetcode.com/problems/maximum-score-after-applying-operations-on-a-tree,False,46.5%,Med.
2926,Maximum Balanced Subsequence Sum,https://leetcode.com/problems/maximum-balanced-subsequence-sum,False,25.1%,Hard
2927,Distribute Candies Among Children III,https://leetcode.com/problems/distribute-candies-among-children-iii,False,57.5%,Hard
2928,Distribute Candies Among Children I,https://leetcode.com/problems/distribute-candies-among-children-i,False,75.3%,Easy
2929,Distribute Candies Among Children II,https://leetcode.com/problems/distribute-candies-among-children-ii,False,55.9%,Med.
2930,Number of Strings Which Can Be Rearranged to Contain Substring,https://leetcode.com/problems/number-of-strings-which-can-be-rearranged-to-contain-substring,False,55.8%,Med.
2931,Maximum Spending After Buying Items,https://leetcode.com/problems/maximum-spending-after-buying-items,False,60.4%,Hard
2932,Maximum Strong Pair XOR I,https://leetcode.com/problems/maximum-strong-pair-xor-i,False,75.2%,Easy
2933,High-Access Employees,https://leetcode.com/problems/high-access-employees,False,46.5%,Med.
2934,Minimum Operations to Maximize Last Elements in Arrays,https://leetcode.com/problems/minimum-operations-to-maximize-last-elements-in-arrays,False,43.3%,Med.
2935,Maximum Strong Pair XOR II,https://leetcode.com/problems/maximum-strong-pair-xor-ii,False,31.2%,Hard
2936,Number of Equal Numbers Blocks,https://leetcode.com/problems/number-of-equal-numbers-blocks,False,62.3%,Med.
2937,Make Three Strings Equal,https://leetcode.com/problems/make-three-strings-equal,False,43.6%,Easy
2938,Separate Black and White Balls,https://leetcode.com/problems/separate-black-and-white-balls,False,64.0%,Med.
2939,Maximum Xor Product,https://leetcode.com/problems/maximum-xor-product,False,27.4%,Med.
2940,Find Building Where Alice and Bob Can Meet,https://leetcode.com/problems/find-building-where-alice-and-bob-can-meet,False,52.2%,Hard
2941,Maximum GCD-Sum of a Subarray,https://leetcode.com/problems/maximum-gcd-sum-of-a-subarray,False,36.6%,Hard
2942,Find Words Containing Character,https://leetcode.com/problems/find-words-containing-character,False,90.5%,Easy
2943,Maximize Area of Square Hole in Grid,https://leetcode.com/problems/maximize-area-of-square-hole-in-grid,False,37.3%,Med.
2944,Minimum Number of Coins for Fruits,https://leetcode.com/problems/minimum-number-of-coins-for-fruits,False,47.4%,Med.
2945,Find Maximum Non-decreasing Array Length,https://leetcode.com/problems/find-maximum-non-decreasing-array-length,False,17.2%,Hard
2946,Matrix Similarity After Cyclic Shifts,https://leetcode.com/problems/matrix-similarity-after-cyclic-shifts,False,58.5%,Easy
2947,Count Beautiful Substrings I,https://leetcode.com/problems/count-beautiful-substrings-i,False,60.0%,Med.
2948,Make Lexicographically Smallest Array by Swapping Elements,https://leetcode.com/problems/make-lexicographically-smallest-array-by-swapping-elements,False,60.2%,Med.
2949,Count Beautiful Substrings II,https://leetcode.com/problems/count-beautiful-substrings-ii,False,25.1%,Hard
2950,Number of Divisible Substrings,https://leetcode.com/problems/number-of-divisible-substrings,False,73.3%,Med.
2951,Find the Peaks,https://leetcode.com/problems/find-the-peaks,False,74.5%,Easy
2952,Minimum Number of Coins to be Added,https://leetcode.com/problems/minimum-number-of-coins-to-be-added,False,57.1%,Med.
2953,Count Complete Substrings,https://leetcode.com/problems/count-complete-substrings,False,29.0%,Hard
2954,Count the Number of Infection Sequences,https://leetcode.com/problems/count-the-number-of-infection-sequences,False,34.0%,Hard
2955,Number of Same-End Substrings,https://leetcode.com/problems/number-of-same-end-substrings,False,61.4%,Med.
2956,Find Common Elements Between Two Arrays,https://leetcode.com/problems/find-common-elements-between-two-arrays,False,83.9%,Easy
2957,Remove Adjacent Almost-Equal Characters,https://leetcode.com/problems/remove-adjacent-almost-equal-characters,False,52.2%,Med.
2958,Length of Longest Subarray With at Most K Frequency,https://leetcode.com/problems/length-of-longest-subarray-with-at-most-k-frequency,False,56.0%,Med.
2959,Number of Possible Sets of Closing Branches,https://leetcode.com/problems/number-of-possible-sets-of-closing-branches,False,49.1%,Hard
2960,Count Tested Devices After Test Operations,https://leetcode.com/problems/count-tested-devices-after-test-operations,False,78.5%,Easy
2961,Double Modular Exponentiation,https://leetcode.com/problems/double-modular-exponentiation,False,47.4%,Med.
2962,Count Subarrays Where Max Element Appears at Least K Times,https://leetcode.com/problems/count-subarrays-where-max-element-appears-at-least-k-times,False,62.5%,Med.
2963,Count the Number of Good Partitions,https://leetcode.com/problems/count-the-number-of-good-partitions,False,47.7%,Hard
2964,Number of Divisible Triplet Sums,https://leetcode.com/problems/number-of-divisible-triplet-sums,False,67.4%,Med.
2965,Find Missing and Repeated Values,https://leetcode.com/problems/find-missing-and-repeated-values,False,83.3%,Easy
2966,Divide Array Into Arrays With Max Difference,https://leetcode.com/problems/divide-array-into-arrays-with-max-difference,False,78.7%,Med.
2967,Minimum Cost to Make Array Equalindromic,https://leetcode.com/problems/minimum-cost-to-make-array-equalindromic,False,22.7%,Med.
2968,Apply Operations to Maximize Frequency Score,https://leetcode.com/problems/apply-operations-to-maximize-frequency-score,False,37.0%,Hard
2969,Minimum Number of Coins for Fruits II,https://leetcode.com/problems/minimum-number-of-coins-for-fruits-ii,False,45.8%,Hard
2970,Count the Number of Incremovable Subarrays I,https://leetcode.com/problems/count-the-number-of-incremovable-subarrays-i,False,55.3%,Easy
2971,Find Polygon With the Largest Perimeter,https://leetcode.com/problems/find-polygon-with-the-largest-perimeter,False,65.4%,Med.
2972,Count the Number of Incremovable Subarrays II,https://leetcode.com/problems/count-the-number-of-incremovable-subarrays-ii,False,39.3%,Hard
2973,Find Number of Coins to Place in Tree Nodes,https://leetcode.com/problems/find-number-of-coins-to-place-in-tree-nodes,False,36.7%,Hard
2974,Minimum Number Game,https://leetcode.com/problems/minimum-number-game,False,85.0%,Easy
2975,Maximum Square Area by Removing Fences From a Field,https://leetcode.com/problems/maximum-square-area-by-removing-fences-from-a-field,False,24.3%,Med.
2976,Minimum Cost to Convert String I,https://leetcode.com/problems/minimum-cost-to-convert-string-i,False,57.5%,Med.
2977,Minimum Cost to Convert String II,https://leetcode.com/problems/minimum-cost-to-convert-string-ii,False,25.7%,Hard
2978,Symmetric Coordinates,https://leetcode.com/problems/symmetric-coordinates,False,40.8%,Med.
2979,Most Expensive Item That Can Not Be Bought,https://leetcode.com/problems/most-expensive-item-that-can-not-be-bought,False,80.2%,Med.
2980,Check if Bitwise OR Has Trailing Zeros,https://leetcode.com/problems/check-if-bitwise-or-has-trailing-zeros,False,70.1%,Easy
2981,Find Longest Special Substring That Occurs Thrice I,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-i,False,61.9%,Med.
2982,Find Longest Special Substring That Occurs Thrice II,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-ii,False,38.5%,Med.
2983,Palindrome Rearrangement Queries,https://leetcode.com/problems/palindrome-rearrangement-queries,False,23.5%,Hard
2984,Find Peak Calling Hours for Each City,https://leetcode.com/problems/find-peak-calling-hours-for-each-city,False,62.1%,Med.
2985,Calculate Compressed Mean,https://leetcode.com/problems/calculate-compressed-mean,False,87.6%,Easy
2986,Find Third Transaction,https://leetcode.com/problems/find-third-transaction,False,53.9%,Med.
2987,Find Expensive Cities,https://leetcode.com/problems/find-expensive-cities,False,78.6%,Easy
2988,Manager of the Largest Department,https://leetcode.com/problems/manager-of-the-largest-department,False,81.0%,Med.
2989,Class Performance,https://leetcode.com/problems/class-performance,False,88.9%,Med.
2990,Loan Types,https://leetcode.com/problems/loan-types,False,64.1%,Easy
2991,Top Three Wineries,https://leetcode.com/problems/top-three-wineries,False,56.3%,Hard
2992,Number of Self-Divisible Permutations,https://leetcode.com/problems/number-of-self-divisible-permutations,False,71.7%,Med.
2993,Friday Purchases I,https://leetcode.com/problems/friday-purchases-i,False,81.2%,Med.
2994,Friday Purchases II,https://leetcode.com/problems/friday-purchases-ii,False,76.6%,Hard
2995,Viewers Turned Streamers,https://leetcode.com/problems/viewers-turned-streamers,False,42.8%,Hard
2996,Smallest Missing Integer Greater Than Sequential Prefix Sum,https://leetcode.com/problems/smallest-missing-integer-greater-than-sequential-prefix-sum,False,34.2%,Easy
2997,Minimum Number of Operations to Make Array XOR Equal to K,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-xor-equal-to-k,False,85.4%,Med.
2998,Minimum Number of Operations to Make X and Y Equal,https://leetcode.com/problems/minimum-number-of-operations-to-make-x-and-y-equal,False,47.8%,Med.
2999,Count the Number of Powerful Integers,https://leetcode.com/problems/count-the-number-of-powerful-integers,False,46.4%,Hard
3000,Maximum Area of Longest Diagonal Rectangle,https://leetcode.com/problems/maximum-area-of-longest-diagonal-rectangle,False,36.8%,Easy
3001,Minimum Moves to Capture The Queen,https://leetcode.com/problems/minimum-moves-to-capture-the-queen,False,21.6%,Med.
3002,Maximum Size of a Set After Removals,https://leetcode.com/problems/maximum-size-of-a-set-after-removals,False,45.2%,Med.
3003,Maximize the Number of Partitions After Operations,https://leetcode.com/problems/maximize-the-number-of-partitions-after-operations,False,27.8%,Hard
3004,Maximum Subtree of the Same Color,https://leetcode.com/problems/maximum-subtree-of-the-same-color,False,57.6%,Med.
3005,Count Elements With Maximum Frequency,https://leetcode.com/problems/count-elements-with-maximum-frequency,False,77.9%,Easy
3006,Find Beautiful Indices in the Given Array I,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-i,False,39.0%,Med.
3007,Maximum Number That Sum of the Prices Is Less Than or Equal to K,https://leetcode.com/problems/maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k,False,37.4%,Med.
3008,Find Beautiful Indices in the Given Array II,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-ii,False,26.8%,Hard
3009,Maximum Number of Intersections on the Chart,https://leetcode.com/problems/maximum-number-of-intersections-on-the-chart,False,45.1%,Hard
3010,Divide an Array Into Subarrays With Minimum Cost I,https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-i,False,66.1%,Easy
3011,Find if Array Can Be Sorted,https://leetcode.com/problems/find-if-array-can-be-sorted,False,66.5%,Med.
3012,Minimize Length of Array Using Operations,https://leetcode.com/problems/minimize-length-of-array-using-operations,False,35.1%,Med.
3013,Divide an Array Into Subarrays With Minimum Cost II,https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-ii,False,30.6%,Hard
3014,Minimum Number of Pushes to Type Word I,https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-i,False,66.4%,Easy
3015,Count the Number of Houses at a Certain Distance I,https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-i,False,55.8%,Med.
3016,Minimum Number of Pushes to Type Word II,https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-ii,False,79.9%,Med.
3017,Count the Number of Houses at a Certain Distance II,https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-ii,False,22.3%,Hard
3018,Maximum Number of Removal Queries That Can Be Processed I,https://leetcode.com/problems/maximum-number-of-removal-queries-that-can-be-processed-i,False,43.6%,Hard
3019,Number of Changing Keys,https://leetcode.com/problems/number-of-changing-keys,False,79.9%,Easy
3020,Find the Maximum Number of Elements in Subset,https://leetcode.com/problems/find-the-maximum-number-of-elements-in-subset,False,26.4%,Med.
3021,Alice and Bob Playing Flower Game,https://leetcode.com/problems/alice-and-bob-playing-flower-game,False,46.1%,Med.
3022,Minimize OR of Remaining Elements Using Operations,https://leetcode.com/problems/minimize-or-of-remaining-elements-using-operations,False,28.8%,Hard
3023,Find Pattern in Infinite Stream I,https://leetcode.com/problems/find-pattern-in-infinite-stream-i,False,57.0%,Med.
3024,Type of Triangle,https://leetcode.com/problems/type-of-triangle,False,44.5%,Easy
3025,Find the Number of Ways to Place People I,https://leetcode.com/problems/find-the-number-of-ways-to-place-people-i,False,41.1%,Med.
3026,Maximum Good Subarray Sum,https://leetcode.com/problems/maximum-good-subarray-sum,False,20.5%,Med.
3027,Find the Number of Ways to Place People II,https://leetcode.com/problems/find-the-number-of-ways-to-place-people-ii,False,46.0%,Hard
3028,Ant on the Boundary,https://leetcode.com/problems/ant-on-the-boundary,False,74.0%,Easy
3029,Minimum Time to Revert Word to Initial State I,https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-i,False,41.6%,Med.
3030,Find the Grid of Region Average,https://leetcode.com/problems/find-the-grid-of-region-average,False,42.5%,Med.
3031,Minimum Time to Revert Word to Initial State II,https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-ii,False,34.5%,Hard
3032,Count Numbers With Unique Digits II,https://leetcode.com/problems/count-numbers-with-unique-digits-ii,False,87.0%,Easy
3033,Modify the Matrix,https://leetcode.com/problems/modify-the-matrix,False,68.5%,Easy
3034,Number of Subarrays That Match a Pattern I,https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-i,False,67.3%,Med.
3035,Maximum Palindromes After Operations,https://leetcode.com/problems/maximum-palindromes-after-operations,False,43.4%,Med.
3036,Number of Subarrays That Match a Pattern II,https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-ii,False,32.5%,Hard
3037,Find Pattern in Infinite Stream II,https://leetcode.com/problems/find-pattern-in-infinite-stream-ii,False,68.2%,Hard
3038,Maximum Number of Operations With the Same Score I,https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-i,False,52.2%,Easy
3039,Apply Operations to Make String Empty,https://leetcode.com/problems/apply-operations-to-make-string-empty,False,56.5%,Med.
3040,Maximum Number of Operations With the Same Score II,https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-ii,False,33.3%,Med.
3041,Maximize Consecutive Elements in an Array After Modification,https://leetcode.com/problems/maximize-consecutive-elements-in-an-array-after-modification,False,32.8%,Hard
3042,Count Prefix and Suffix Pairs I,https://leetcode.com/problems/count-prefix-and-suffix-pairs-i,False,77.7%,Easy
3043,Find the Length of the Longest Common Prefix,https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix,False,56.5%,Med.
3044,Most Frequent Prime,https://leetcode.com/problems/most-frequent-prime,False,45.2%,Med.
3045,Count Prefix and Suffix Pairs II,https://leetcode.com/problems/count-prefix-and-suffix-pairs-ii,False,27.5%,Hard
3046,Split the Array,https://leetcode.com/problems/split-the-array,False,59.8%,Easy
3047,Find the Largest Area of Square Inside Two Rectangles,https://leetcode.com/problems/find-the-largest-area-of-square-inside-two-rectangles,False,45.3%,Med.
3048,Earliest Second to Mark Indices I,https://leetcode.com/problems/earliest-second-to-mark-indices-i,False,35.2%,Med.
3049,Earliest Second to Mark Indices II,https://leetcode.com/problems/earliest-second-to-mark-indices-ii,False,20.4%,Hard
3050,Pizza Toppings Cost Analysis,https://leetcode.com/problems/pizza-toppings-cost-analysis,False,67.7%,Med.
3051,Find Candidates for Data Scientist Position,https://leetcode.com/problems/find-candidates-for-data-scientist-position,False,76.1%,Easy
3052,Maximize Items,https://leetcode.com/problems/maximize-items,False,75.2%,Hard
3053,Classifying Triangles by Lengths,https://leetcode.com/problems/classifying-triangles-by-lengths,False,50.5%,Easy
3054,Binary Tree Nodes,https://leetcode.com/problems/binary-tree-nodes,False,78.8%,Med.
3055,Top Percentile Fraud,https://leetcode.com/problems/top-percentile-fraud,False,58.5%,Med.
3056,Snaps Analysis,https://leetcode.com/problems/snaps-analysis,False,58.3%,Med.
3057,Employees Project Allocation,https://leetcode.com/problems/employees-project-allocation,False,67.9%,Hard
3058,Friends With No Mutual Friends,https://leetcode.com/problems/friends-with-no-mutual-friends,False,48.8%,Med.
3059,Find All Unique Email Domains,https://leetcode.com/problems/find-all-unique-email-domains,False,70.6%,Easy
3060,User Activities within Time Bounds,https://leetcode.com/problems/user-activities-within-time-bounds,False,40.1%,Hard
3061,Calculate Trapping Rain Water,https://leetcode.com/problems/calculate-trapping-rain-water,False,81.7%,Hard
3062,Winner of the Linked List Game,https://leetcode.com/problems/winner-of-the-linked-list-game,False,78.1%,Easy
3063,Linked List Frequency,https://leetcode.com/problems/linked-list-frequency,False,85.4%,Easy
3064,Guess the Number Using Bitwise Questions I,https://leetcode.com/problems/guess-the-number-using-bitwise-questions-i,False,89.5%,Med.
3065,Minimum Operations to Exceed Threshold Value I,https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-i,False,86.2%,Easy
3066,Minimum Operations to Exceed Threshold Value II,https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-ii,False,45.8%,Med.
3067,Count Pairs of Connectable Servers in a Weighted Tree Network,https://leetcode.com/problems/count-pairs-of-connectable-servers-in-a-weighted-tree-network,False,54.6%,Med.
3068,Find the Maximum Sum of Node Values,https://leetcode.com/problems/find-the-maximum-sum-of-node-values,False,69.7%,Hard
3069,Distribute Elements Into Two Arrays I,https://leetcode.com/problems/distribute-elements-into-two-arrays-i,False,73.3%,Easy
3070,Count Submatrices with Top-Left Element and Sum Less Than k,https://leetcode.com/problems/count-submatrices-with-top-left-element-and-sum-less-than-k,False,57.5%,Med.
3071,Minimum Operations to Write the Letter Y on a Grid,https://leetcode.com/problems/minimum-operations-to-write-the-letter-y-on-a-grid,False,62.6%,Med.
3072,Distribute Elements Into Two Arrays II,https://leetcode.com/problems/distribute-elements-into-two-arrays-ii,False,29.6%,Hard
3073,Maximum Increasing Triplet Value,https://leetcode.com/problems/maximum-increasing-triplet-value,False,35.7%,Med.
3074,Apple Redistribution into Boxes,https://leetcode.com/problems/apple-redistribution-into-boxes,False,68.5%,Easy
3075,Maximize Happiness of Selected Children,https://leetcode.com/problems/maximize-happiness-of-selected-children,False,54.9%,Med.
3076,Shortest Uncommon Substring in an Array,https://leetcode.com/problems/shortest-uncommon-substring-in-an-array,False,48.8%,Med.
3077,Maximum Strength of K Disjoint Subarrays,https://leetcode.com/problems/maximum-strength-of-k-disjoint-subarrays,False,27.0%,Hard
3078,Match Alphanumerical Pattern in Matrix I,https://leetcode.com/problems/match-alphanumerical-pattern-in-matrix-i,False,64.1%,Med.
3079,Find the Sum of Encrypted Integers,https://leetcode.com/problems/find-the-sum-of-encrypted-integers,False,74.0%,Easy
3080,Mark Elements on Array by Performing Queries,https://leetcode.com/problems/mark-elements-on-array-by-performing-queries,False,48.0%,Med.
3081,Replace Question Marks in String to Minimize Its Value,https://leetcode.com/problems/replace-question-marks-in-string-to-minimize-its-value,False,28.2%,Med.
3082,Find the Sum of the Power of All Subsequences,https://leetcode.com/problems/find-the-sum-of-the-power-of-all-subsequences,False,37.0%,Hard
3083,Existence of a Substring in a String and Its Reverse,https://leetcode.com/problems/existence-of-a-substring-in-a-string-and-its-reverse,False,65.9%,Easy
3084,Count Substrings Starting and Ending with Given Character,https://leetcode.com/problems/count-substrings-starting-and-ending-with-given-character,False,49.2%,Med.
3085,Minimum Deletions to Make String K-Special,https://leetcode.com/problems/minimum-deletions-to-make-string-k-special,False,67.1%,Med.
3086,Minimum Moves to Pick K Ones,https://leetcode.com/problems/minimum-moves-to-pick-k-ones,False,20.7%,Hard
3087,Find Trending Hashtags,https://leetcode.com/problems/find-trending-hashtags,False,61.2%,Med.
3088,Make String Anti-palindrome,https://leetcode.com/problems/make-string-anti-palindrome,False,43.4%,Hard
3089,Find Bursty Behavior,https://leetcode.com/problems/find-bursty-behavior,False,37.5%,Med.
3090,Maximum Length Substring With Two Occurrences,https://leetcode.com/problems/maximum-length-substring-with-two-occurrences,False,64.1%,Easy
3091,Apply Operations to Make Sum of Array Greater Than or Equal to k,https://leetcode.com/problems/apply-operations-to-make-sum-of-array-greater-than-or-equal-to-k,False,43.6%,Med.
3092,Most Frequent IDs,https://leetcode.com/problems/most-frequent-ids,False,41.8%,Med.
3093,Longest Common Suffix Queries,https://leetcode.com/problems/longest-common-suffix-queries,False,36.2%,Hard
3094,Guess the Number Using Bitwise Questions II,https://leetcode.com/problems/guess-the-number-using-bitwise-questions-ii,False,82.8%,Med.
3095,Shortest Subarray With OR at Least K I,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-i,False,43.2%,Easy
3096,Minimum Levels to Gain More Points,https://leetcode.com/problems/minimum-levels-to-gain-more-points,False,39.4%,Med.
3097,Shortest Subarray With OR at Least K II,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-ii,False,50.2%,Med.
3098,Find the Sum of Subsequence Powers,https://leetcode.com/problems/find-the-sum-of-subsequence-powers,False,23.8%,Hard
3099,Harshad Number,https://leetcode.com/problems/harshad-number,False,83.3%,Easy
3100,Water Bottles II,https://leetcode.com/problems/water-bottles-ii,False,62.4%,Med.
3101,Count Alternating Subarrays,https://leetcode.com/problems/count-alternating-subarrays,False,56.6%,Med.
3102,Minimize Manhattan Distances,https://leetcode.com/problems/minimize-manhattan-distances,False,31.9%,Hard
3103,Find Trending Hashtags II,https://leetcode.com/problems/find-trending-hashtags-ii,False,67.3%,Hard
3104,Find Longest Self-Contained Substring,https://leetcode.com/problems/find-longest-self-contained-substring,False,58.4%,Hard
3105,Longest Strictly Increasing or Strictly Decreasing Subarray,https://leetcode.com/problems/longest-strictly-increasing-or-strictly-decreasing-subarray,False,65.0%,Easy
3106,Lexicographically Smallest String After Operations With Constraint,https://leetcode.com/problems/lexicographically-smallest-string-after-operations-with-constraint,False,62.5%,Med.
3107,Minimum Operations to Make Median of Array Equal to K,https://leetcode.com/problems/minimum-operations-to-make-median-of-array-equal-to-k,False,47.0%,Med.
3108,Minimum Cost Walk in Weighted Graph,https://leetcode.com/problems/minimum-cost-walk-in-weighted-graph,False,68.4%,Hard
3109,Find the Index of Permutation,https://leetcode.com/problems/find-the-index-of-permutation,False,35.9%,Med.
3110,Score of a String,https://leetcode.com/problems/score-of-a-string,False,91.7%,Easy
3111,Minimum Rectangles to Cover Points,https://leetcode.com/problems/minimum-rectangles-to-cover-points,False,62.7%,Med.
3112,Minimum Time to Visit Disappearing Nodes,https://leetcode.com/problems/minimum-time-to-visit-disappearing-nodes,False,36.2%,Med.
3113,Find the Number of Subarrays Where Boundary Elements Are Maximum,https://leetcode.com/problems/find-the-number-of-subarrays-where-boundary-elements-are-maximum,False,31.5%,Hard
3114,Latest Time You Can Obtain After Replacing Characters,https://leetcode.com/problems/latest-time-you-can-obtain-after-replacing-characters,False,34.6%,Easy
3115,Maximum Prime Difference,https://leetcode.com/problems/maximum-prime-difference,False,57.7%,Med.
3116,Kth Smallest Amount With Single Denomination Combination,https://leetcode.com/problems/kth-smallest-amount-with-single-denomination-combination,False,18.8%,Hard
3117,Minimum Sum of Values by Dividing Array,https://leetcode.com/problems/minimum-sum-of-values-by-dividing-array,False,27.2%,Hard
3118,Friday Purchase III,https://leetcode.com/problems/friday-purchase-iii,False,56.6%,Med.
3119,Maximum Number of Potholes That Can Be Fixed,https://leetcode.com/problems/maximum-number-of-potholes-that-can-be-fixed,False,53.2%,Med.
